n,k,gamma,mu,a,cost
11,1,0.7,1,0.506720103,12.18301073
11,2,0.7,1,1.360676988,13.34489865
11,3,0.7,1,2.282622569,14.72211265
11,4,0.7,1,3.219333696,16.33871891
11,5,0.7,1,4.154778319,18.20666464
11,6,0.7,1,5.084634034,20.33309435
11,7,0.7,1,6.007950329,22.72271549
11,8,0.7,1,6.925044685,25.37886177
11,9,0.7,1,7.836537912,28.30402373
12,0,0.7,1,0,12.18301073
12,1,0.7,1,0.506720103,13.23771553
12,2,0.7,1,1.360677311,14.39960346
12,3,0.7,1,2.282622701,15.77681745
12,4,0.7,1,3.219334911,17.39342371
12,5,0.7,1,4.154777539,19.26136945
12,6,0.7,1,5.084633692,21.38779915
12,7,0.7,1,6.007948253,23.7774203
12,8,0.7,1,6.925048018,26.43356658
13,0,0.7,1,0,13.23771553
13,1,0.7,1,0.506719651,14.29242033
13,2,0.7,1,1.360676834,15.45430826
13,3,0.7,1,2.282621868,16.83152225
13,4,0.7,1,3.219333918,18.44812852
13,5,0.7,1,4.154778684,20.31607425
13,6,0.7,1,5.084633364,22.44250396
13,7,0.7,1,6.007945141,24.8321251
14,0,0.7,1,0,14.29242033
14,1,0.7,1,0.506720281,15.34712514
14,2,0.7,1,1.360676664,16.50901306
14,3,0.7,1,2.282623191,17.88622706
14,4,0.7,1,3.219333917,19.50283332
14,5,0.7,1,4.15477711,21.37077905
14,6,0.7,1,5.08463708,23.49720876
15,0,0.7,1,0,15.34712514
15,1,0.7,1,0.506719731,16.40182994
15,2,0.7,1,1.360676536,17.56371787
15,3,0.7,1,2.282621965,18.94093186
15,4,0.7,1,3.219334996,20.55753812
15,5,0.7,1,4.154776295,22.42548386
16,0,0.7,1,0,16.40182994
16,1,0.7,1,0.506720247,17.45653474
16,2,0.7,1,1.360677377,18.61842267
16,3,0.7,1,2.282622036,19.99563666
16,4,0.7,1,3.219335381,21.61224293
17,0,0.7,1,0,17.45653474
17,1,0.7,1,0.506719827,18.51123955
17,2,0.7,1,1.360677044,19.67312747
17,3,0.7,1,2.282621965,21.05034147
18,0,0.7,1,0,18.51123955
18,1,0.7,1,0.506719958,19.56594435
18,2,0.7,1,1.360676311,20.72783228
19,0,0.7,1,0,19.56594435
19,1,0.7,1,0.506720475,20.62064916
20,0,0.7,1,0,20.62064916
0,0,0.8,1,nan,0
0,1,0.8,1,nan,0.8
0,2,0.8,1,nan,1.8
0,3,0.8,1,nan,3
0,4,0.8,1,nan,4.4
0,5,0.8,1,nan,6
0,6,0.8,1,nan,7.8
0,7,0.8,1,nan,9.8
0,8,0.8,1,nan,12
0,9,0.8,1,nan,14.4
0,10,0.8,1,nan,17
0,11,0.8,1,nan,19.8
0,12,0.8,1,nan,22.8
0,13,0.8,1,nan,26
0,14,0.8,1,nan,29.4
0,15,0.8,1,nan,33
0,16,0.8,1,nan,36.8
0,17,0.8,1,nan,40.8
0,18,0.8,1,nan,45
0,19,0.8,1,nan,49.4
0,20,0.8,1,nan,54
1,0,0.8,1,0,0.8
1,1,0.8,1,0.223143531,1.778514841
1,2,0.8,1,0.8543221,2.893806263
1,3,0.8,1,1.649149897,4.164656843
1,4,0.8,1,2.51699503,5.597553248
1,5,0.8,1,3.415351028,7.197361754
1,6,0.8,1,4.327245675,8.968088198
1,7,0.8,1,5.245165833,10.91279007
1,8,0.8,1,6.165466865,13.03381343
1,9,0.8,1,7.086327237,15.33299925
1,10,0.8,1,8.006731159,17.81182528
1,11,0.8,1,8.926230219,20.47150226
1,12,0.8,1,9.844586673,23.31304029
1,13,0.8,1,10.76172883,26.33729554
1,14,0.8,1,11.67764844,29.54500388
1,15,0.8,1,12.59247915,32.93680547
1,16,0.8,1,13.50623076,36.51326331
1,17,0.8,1,14.41903312,40.27487724
1,18,0.8,1,15.33097115,44.22209479
1,19,0.8,1,16.24214087,48.35531969
2,0,0.8,1,0,1.778514841
2,1,0.8,1,0.332259189,2.844322271
2,2,0.8,1,1.041334771,3.986679777
2,3,0.8,1,1.86035074,5.268125732
2,4,0.8,1,2.726466531,6.705294686
2,5,0.8,1,3.613110259,8.306539517
2,6,0.8,1,4.509276228,10.07713954
2,7,0.8,1,5.40981872,12.02069887
2,8,0.8,1,6.312102335,14.13983159
2,9,0.8,1,7.214740773,16.43652306
2,10,0.8,1,8.117050999,18.91233503
2,11,0.8,1,9.01868057,21.56853075
2,12,0.8,1,9.919368086,24.40615546
2,13,0.8,1,10.81917341,27.42609045
2,14,0.8,1,0,32.93680547
2,15,0.8,1,0,36.51326331
2,16,0.8,1,0,40.27487724
2,17,0.8,1,0,44.22209479
2,18,0.8,1,0,48.35531969
3,0,0.8,1,0,2.844322271
3,1,0.8,1,0.356237677,3.929312404
3,2,0.8,1,1.076005556,5.07549247
3,3,0.8,1,1.898378114,6.358440778
3,4,0.8,1,2.7648916,7.79638827
3,5,0.8,1,3.650873444,9.398130789
3,6,0.8,1,4.545845413,11.16909487
3,7,0.8,1,5.445063601,13.11294392
3,8,0.8,1,6.345952968,15.23231928
3,9,0.8,1,7.247203583,17.52921992
3,10,0.8,1,8.148128362,20.00521483
3,11,0.8,1,9.048354217,22.66157136
3,12,0.8,1,9.947785353,25.49933714
3,13,0.8,1,10.846586,28.51943993
3,14,0.8,1,11.74530877,31.72273569
3,15,0.8,1,12.64466035,35.11001786
3,16,0.8,1,13.54505324,38.68201228
3,17,0.8,1,14.44694916,42.43937169
4,0,0.8,1,0,3.929312404
4,1,0.8,1,0.35957846,5.01697503
4,2,0.8,1,1.080842705,6.163695905
4,3,0.8,1,1.903785759,7.446887306
4,4,0.8,1,2.770476429,8.884983238
4,5,0.8,1,3.656478644,10.48683681
4,6,0.8,1,4.551399714,12.25789403
4,7,0.8,1,5.450533418,14.20182637
4,8,0.8,1,6.351324959,16.32127898
4,9,0.8,1,7.252467689,18.61825276
4,10,0.8,1,8.153270092,21.09431779
4,11,0.8,1,9.053413507,23.75074201
4,12,0.8,1,9.95272093,26.58857342
4,13,0.8,1,10.8511543,29.60869509
4,14,0.8,1,0,35.11001786
4,15,0.8,1,0,38.68201228
4,16,0.8,1,0,42.43937169
5,0,0.8,1,0,5.01697503
5,1,0.8,1,0.360049935,6.105015036
5,2,0.8,1,1.081551816,7.251822754
5,3,0.8,1,1.904599328,8.53505716
5,4,0.8,1,2.771331758,9.973181379
5,5,0.8,1,3.657305479,11.57505712
5,6,0.8,1,4.55227671,13.34613347
5,7,0.8,1,5.451408717,15.29008319
5,8,0.8,1,6.352192672,17.40955208
5,9,0.8,1,7.253329453,19.70654139
5,10,0.8,1,8.154128546,22.18262141
5,11,0.8,1,9.054262091,24.83906019
5,12,0.8,1,9.953562108,27.67690581
5,13,0.8,1,10.85225068,30.69708585
5,14,0.8,1,11.75086927,33.9004556
5,15,0.8,1,12.65003008,37.28780752
6,0,0.8,1,0,6.105015036
6,1,0.8,1,0.360125653,7.193115625
6,2,0.8,1,1.081669538,8.339938632
6,3,0.8,1,1.90473571,9.623180977
6,4,0.8,1,2.771478177,11.06131057
6,5,0.8,1,3.657455277,12.6631906
6,6,0.8,1,4.552427844,14.43427065
6,7,0.8,1,5.451561295,16.37822376
6,8,0.8,1,6.35234324,18.49769582
6,9,0.8,1,7.253478772,20.79468817
6,10,0.8,1,8.154274178,23.27077111
6,11,0.8,1,9.054404028,25.92721273
6,12,0.8,1,9.953709578,28.76506112
6,13,0.8,1,10.85210783,31.78519939
6,14,0.8,1,0,37.28780752
7,0,0.8,1,0,7.193115625
7,1,0.8,1,0.360138885,8.281226879
7,2,0.8,1,1.081690094,9.428052702
7,3,0.8,1,1.904760473,10.71129654
7,4,0.8,1,2.771503829,12.14942716
7,5,0.8,1,3.657483847,13.75130799
7,6,0.8,1,4.552455905,15.52238876
7,7,0.8,1,5.451592772,17.46634251
7,8,0.8,1,6.352376064,19.58581519
7,9,0.8,1,7.253508681,21.88280811
7,10,0.8,1,8.154300271,24.35889161
7,11,0.8,1,9.054426861,27.01533377
7,12,0.8,1,9.953731522,29.85318269
7,13,0.8,1,10.85243622,32.87336599
8,0,0.8,1,0,8.281226879
8,1,0.8,1,0.360141723,9.369340098
8,2,0.8,1,1.081694045,10.51616645
8,3,0.8,1,1.904765268,11.79941057
8,4,0.8,1,2.771509902,13.23754138
8,5,0.8,1,3.657486798,14.83942237
8,6,0.8,1,4.552460558,16.61050328
8,7,0.8,1,5.451595046,18.55445715
8,8,0.8,1,6.352380662,20.67392994
8,9,0.8,1,7.253518679,22.97092297
8,10,0.8,1,8.154305019,25.44700658
8,11,0.8,1,9.054431613,28.10344884
8,12,0.8,1,9.953731216,30.94129787
9,0,0.8,1,0,9.369340098
9,1,0.8,1,0.360142109,10.45745369
9,2,0.8,1,1.081694465,11.60428014
9,3,0.8,1,1.904765583,12.88752431
9,4,0.8,1,2.771511729,14.32565516
9,5,0.8,1,3.657488447,15.92753618
9,6,0.8,1,4.55246213,17.69861711
9,7,0.8,1,5.451591721,19.642571
9,8,0.8,1,6.352376677,21.76204382
9,9,0.8,1,7.253514077,24.05903687
9,10,0.8,1,8.154311966,26.5351205
9,11,0.8,1,9.054445079,29.19156278
10,0,0.8,1,0,10.45745369
10,1,0.8,1,0.360141845,11.54556734
10,2,0.8,1,1.081694462,12.69239381
10,3,0.8,1,1.904764623,13.97563799
10,4,0.8,1,2.771511233,15.41376885
10,5,0.8,1,3.657487046,17.01564988
10,6,0.8,1,4.552462931,18.78673081
10,7,0.8,1,5.451596734,20.73068471
10,8,0.8,1,6.352381887,22.85015753
10,9,0.8,1,7.253512222,25.14715059
10,10,0.8,1,8.154315552,27.62323422
11,0,0.8,1,0,11.54556734
11,1,0.8,1,0.360141844,12.63368101
11,2,0.8,1,1.081694743,13.78050749
11,3,0.8,1,1.904766638,15.06375167
11,4,0.8,1,2.7715117,16.50188253
11,5,0.8,1,3.657535016,18.10376356
11,6,0.8,1,4.552460867,19.87484449
11,7,0.8,1,5.451593105,21.81879839
11,8,0.8,1,6.352379551,23.93827121
11,9,0.8,1,7.253511831,26.23526427
12,0,0.8,1,0,12.63368101
12,1,0.8,1,0.360142026,13.72179469
12,2,0.8,1,1.081694864,14.86862116
12,3,0.8,1,1.904765802,16.15186534
12,4,0.8,1,2.771510689,17.5899962
12,5,0.8,1,3.657487602,19.19187723
12,6,0.8,1,4.552459155,20.96295816
12,7,0.8,1,5.451593479,22.90691207
12,8,0.8,1,6.352375716,25.02638488
13,0,0.8,1,0,13.72179469
13,1,0.8,1,0.360141986,14.80990836
13,2,0.8,1,1.081694829,15.95673483
13,3,0.8,1,1.904766734,17.23997902
13,4,0.8,1,2.771510782,18.67810987
13,5,0.8,1,3.657535223,20.2799909
13,6,0.8,1,4.55245992,22.05107184
13,7,0.8,1,5.451597983,23.99502574
14,0,0.8,1,0,14.80990836
14,1,0.8,1,0.360142208,15.89802203
14,2,0.8,1,1.081694466,17.04484851
14,3,0.8,1,1.904766157,18.32809269
14,4,0.8,1,2.771508772,19.76622355
14,5,0.8,1,3.657490857,21.36810458
14,6,0.8,1,4.552462115,23.13918551
15,0,0.8,1,0,15.89802203
15,1,0.8,1,0.360142132,16.98613571
15,2,0.8,1,1.081693845,18.13296218
15,3,0.8,1,1.904765925,19.41620636
15,4,0.8,1,2.771508661,20.85433722
15,5,0.8,1,3.657533601,22.45621825
16,0,0.8,1,0,16.98613571
16,1,0.8,1,0.360142121,18.07424938
16,2,0.8,1,1.081694351,19.22107585
16,3,0.8,1,1.904766257,20.50432004
16,4,0.8,1,2.771510794,21.94245089
17,0,0.8,1,0,18.07424938
17,1,0.8,1,0.360142381,19.16236305
17,2,0.8,1,1.081694638,20.30918953
17,3,0.8,1,1.904765711,21.59243371
18,0,0.8,1,0,19.16236305
18,1,0.8,1,0.360142216,20.25047673
18,2,0.8,1,1.081694296,21.3973032
19,0,0.8,1,0,20.25047673
19,1,0.8,1,0.360141923,21.3385904
20,0,0.8,1,0,21.3385904
0,0,0.9,1,nan,0
0,1,0.9,1,nan,0.9
0,2,0.9,1,nan,1.9
0,3,0.9,1,nan,3
0,4,0.9,1,nan,4.2
0,5,0.9,1,nan,5.5
0,6,0.9,1,nan,6.9
0,7,0.9,1,nan,8.4
0,8,0.9,1,nan,10
0,9,0.9,1,nan,11.7
0,10,0.9,1,nan,13.5
0,11,0.9,1,nan,15.4
0,12,0.9,1,nan,17.4
0,13,0.9,1,nan,19.5
0,14,0.9,1,nan,21.7
0,15,0.9,1,nan,24
0,16,0.9,1,nan,26.4
0,17,0.9,1,nan,28.9
0,18,0.9,1,nan,31.5
0,19,0.9,1,nan,34.2
0,20,0.9,1,nan,37
1,0,0.9,1,0,0.9
1,1,0.9,1,0.105359789,1.894824464
1,2,0.9,1,0.542881813,2.965418293
1,3,0.9,1,1.162573955,4.116144818
1,4,0.9,1,1.888641551,5.34939221
1,5,0.9,1,2.675460806,6.66634869
1,6,0.9,1,3.498619717,8.068342445
1,7,0.9,1,4.345051809,9.556608904
1,8,0.9,1,5.207512835,11.13219994
1,9,0.9,1,6.081234987,12.79599943
1,10,0.9,1,6.963189784,14.54875376
1,11,0.9,1,7.851324947,16.39109883
1,12,0.9,1,8.744202816,18.32358171
1,13,0.9,1,9.640750413,20.34667749
1,14,0.9,1,10.54021116,22.46080243
1,15,0.9,1,11.44201409,24.66632421
1,16,0.9,1,12.34568295,26.96356998
1,17,0.9,1,13.25090973,29.3528328
1,18,0.9,1,14.1574064,31.83437682
1,19,0.9,1,15.06495844,34.40844146
2,0,0.9,1,0,1.894824464
2,1,0.9,1,0.173573592,2.951041056
2,2,0.9,1,0.695808014,4.048978754
2,3,0.9,1,1.35982831,5.213897533
2,4,0.9,1,2.101530566,6.454936484
2,5,0.9,1,2.888810645,7.776291178
2,6,0.9,1,3.704851688,9.180694584
2,7,0.9,1,4.540417135,10.67008591
2,8,0.9,1,5.389872948,12.24590861
2,9,0.9,1,6.249398711,13.90928226
2,10,0.9,1,7.116673821,15.6611035
2,11,0.9,1,7.989894939,17.50210852
2,12,0.9,1,8.867782197,19.43291389
2,13,0.9,1,9.749416114,21.45404446
2,14,0.9,1,10.63411252,23.56595313
2,15,0.9,1,0,26.96356998
2,16,0.9,1,0,29.3528328
2,17,0.9,1,0,31.83437682
2,18,0.9,1,0,34.40844146
3,0,0.9,1,0,2.951041056
3,1,0.9,1,0.198794065,4.02995576
3,2,0.9,1,0.741550033,5.135015505
3,3,0.9,1,1.415467919,6.303389683
3,4,0.9,1,2.161531447,7.546434996
3,5,0.9,1,2.95035098,8.869104042
3,6,0.9,1,3.766645667,10.27444275
3,7,0.9,1,4.601614178,11.76453861
3,8,0.9,1,5.45012879,13.34091468
3,9,0.9,1,6.308521711,15.00473711
3,10,0.9,1,7.174476723,16.75693147
3,11,0.9,1,8.046323023,18.59825282
3,12,0.9,1,8.922762809,20.52933052
3,13,0.9,1,9.80299084,22.55069835
3,14,0.9,1,10.68641535,24.66284295
3,15,0.9,1,11.57324067,26.86622484
3,16,0.9,1,12.46326375,29.16127763
3,17,0.9,1,13.35696857,31.54840033
4,0,0.9,1,0,4.02995576
4,1,0.9,1,0.205259906,5.114689686
4,2,0.9,1,0.752861275,6.221461387
4,3,0.9,1,1.429284101,7.390704086
4,4,0.9,1,2.176607336,8.634285489
4,5,0.9,1,2.966050001,9.957330038
4,6,0.9,1,3.782618179,11.36295501
4,7,0.9,1,4.617729237,12.85328208
4,8,0.9,1,5.46616296,14.42985291
4,9,0.9,1,6.324453853,16.09384461
4,10,0.9,1,7.190269061,17.84618971
4,11,0.9,1,8.061923452,19.68764781
4,12,0.9,1,8.938169431,21.61885139
4,13,0.9,1,9.818211676,23.64033644
4,14,0.9,1,10.70130064,25.7525639
4,15,0.9,1,0,29.16127763
4,16,0.9,1,0,31.54840033
5,0,0.9,1,0,5.114689686
5,1,0.9,1,0.206804357,6.20081681
5,2,0.9,1,0.755612263,7.308016441
5,3,0.9,1,1.432690961,8.477484951
5,4,0.9,1,2.180367435,9.721210599
5,5,0.9,1,2.969999694,11.04435917
5,6,0.9,1,3.786670976,12.45006542
5,7,0.9,1,4.621831086,13.94045951
5,8,0.9,1,5.470291472,15.51708778
5,9,0.9,1,6.328567584,17.18113017
5,10,0.9,1,7.194361626,18.93352097
5,11,0.9,1,8.066005205,20.77502099
5,12,0.9,1,8.942221498,22.70626351
5,13,0.9,1,9.822218243,24.72778512
5,14,0.9,1,10.70543875,26.8400742
5,15,0.9,1,11.59189679,29.04359241
6,0,0.9,1,0,6.20081681
6,1,0.9,1,0.20719968,7.28729185
6,2,0.9,1,0.756310213,8.394602437
6,3,0.9,1,1.433563792,9.564130787
6,4,0.9,1,2.181337303,10.8078953
6,5,0.9,1,2.971025196,12.13107227
6,6,0.9,1,3.787724572,13.53680091
6,7,0.9,1,4.622902322,15.02721363
6,8,0.9,1,5.47137329,16.60385796
6,9,0.9,1,6.329650711,18.26791459
6,10,0.9,1,7.19544464,20.02031829
6,11,0.9,1,8.067083573,21.86183016
6,12,0.9,1,8.943294917,23.79308373
6,13,0.9,1,9.823287751,25.81461574
6,14,0.9,1,10.70627399,27.92688765
7,0,0.9,1,0,7.28729185
7,1,0.9,1,0.207296403,8.373857077
7,2,0.9,1,0.756492177,9.481197032
7,3,0.9,1,1.433792999,10.65074139
7,4,0.9,1,2.181591692,11.89451638
7,5,0.9,1,2.971294825,13.21770104
7,6,0.9,1,3.788002318,14.62343579
7,7,0.9,1,4.623186108,16.11385359
7,8,0.9,1,5.471657327,17.69050232
7,9,0.9,1,6.329939004,19.35456286
7,10,0.9,1,7.195736207,21.10697009
7,11,0.9,1,8.067370174,22.94848523
7,12,0.9,1,8.943576708,24.87974184
7,13,0.9,1,9.82360243,26.90127671
8,0,0.9,1,0,8.373857077
8,1,0.9,1,0.207323227,9.460446173
8,2,0.9,1,0.756540602,10.56779398
8,3,0.9,1,1.433853686,11.73734264
8,4,0.9,1,2.181660108,12.98112045
8,5,0.9,1,2.971367811,14.30430719
8,6,0.9,1,3.788077184,15.71004359
8,7,0.9,1,4.623261868,17.20046277
8,8,0.9,1,5.471735978,18.77711269
8,9,0.9,1,6.330015307,20.44117429
8,10,0.9,1,7.195806788,22.19358249
8,11,0.9,1,8.067448798,24.03509852
8,12,0.9,1,8.943648921,25.96635596
9,0,0.9,1,0,9.460446173
9,1,0.9,1,0.207330155,10.54704165
9,2,0.9,1,0.756554357,11.65439157
9,3,0.9,1,1.433869375,12.82394138
9,4,0.9,1,2.181678207,14.06771996
9,5,0.9,1,2.971386996,15.39090726
9,6,0.9,1,3.788097638,16.7966441
9,7,0.9,1,4.623283832,18.28706366
9,8,0.9,1,5.471756145,19.8637139
9,9,0.9,1,6.33003295,21.52777579
9,10,0.9,1,7.195829457,23.28018425
9,11,0.9,1,8.0674612,25.12170051
10,0,0.9,1,0,10.54704165
10,1,0.9,1,0.207332109,11.63363884
10,2,0.9,1,0.75655806,12.74098932
10,3,0.9,1,1.433874492,13.91053945
10,4,0.9,1,2.181684527,15.15431823
10,5,0.9,1,2.971391673,16.47750569
10,6,0.9,1,3.788105869,17.88324265
10,7,0.9,1,4.623290039,19.37366231
10,8,0.9,1,5.471764112,20.95031264
10,9,0.9,1,6.330042514,22.6143746
10,10,0.9,1,7.195845457,24.36678313
11,0,0.9,1,0,11.63363884
11,1,0.9,1,0.207332641,12.72023649
11,2,0.9,1,0.756558465,13.82758713
11,3,0.9,1,1.433876424,14.99713734
11,4,0.9,1,2.181684184,16.24091618
11,5,0.9,1,2.971392933,17.56410367
11,6,0.9,1,3.788105652,18.96984067
11,7,0.9,1,4.623285915,20.46026035
11,8,0.9,1,5.471761849,22.03691071
11,9,0.9,1,6.330043313,23.70097269
12,0,0.9,1,0,12.72023649
12,1,0.9,1,0.207332641,13.80683427
12,2,0.9,1,0.756559308,14.91418495
12,3,0.9,1,1.433876106,16.08373518
12,4,0.9,1,2.181682998,17.32751403
12,5,0.9,1,2.971395048,18.65070154
12,6,0.9,1,3.788102558,20.05643855
12,7,0.9,1,4.623290609,21.54685823
12,8,0.9,1,5.471760949,23.1235086
13,0,0.9,1,0,13.80683427
13,1,0.9,1,0.207332819,14.89343208
13,2,0.9,1,0.756558542,16.00078277
13,3,0.9,1,1.433876192,17.17033301
13,4,0.9,1,2.181685751,18.41411187
13,5,0.9,1,2.971394698,19.73729938
13,6,0.9,1,3.788103146,21.14303638
13,7,0.9,1,4.623294386,22.63345607
14,0,0.9,1,0,14.89343208
14,1,0.9,1,0.207332641,15.9800299
14,2,0.9,1,0.756559117,17.08738059
14,3,0.9,1,1.433876249,18.25693083
14,4,0.9,1,2.181685024,19.50070969
14,5,0.9,1,2.971391338,20.8238972
14,6,0.9,1,3.788101715,22.22963421
15,0,0.9,1,0,15.9800299
15,1,0.9,1,0.207332819,17.06662772
15,2,0.9,1,0.756558418,18.17397842
15,3,0.9,1,1.433875904,19.34352866
15,4,0.9,1,2.181687581,20.58730751
15,5,0.9,1,2.971393765,21.91049503
16,0,0.9,1,0,17.06662772
16,1,0.9,1,0.207332819,18.15322555
16,2,0.9,1,0.756559524,19.26057624
16,3,0.9,1,1.433876797,20.43012648
16,4,0.9,1,2.181685253,21.67390534
17,0,0.9,1,0,18.15322555
17,1,0.9,1,0.207332464,19.23982337
17,2,0.9,1,0.756559545,20.34717406
17,3,0.9,1,1.433876076,21.5167243
18,0,0.9,1,0,19.23982337
18,1,0.9,1,0.207332819,20.32642119
18,2,0.9,1,0.756559683,21.43377189
19,0,0.9,1,0,20.32642119
19,1,0.9,1,0.207332819,21.41301902
20,0,0.9,1,0,21.41301902